Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric,Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
Bosch,Model-9125,450.0,4 Star,French Door,Yes,White,Steel,1 Year,Korea,475.0,98.0,Yes,Delta,CatA
Samsung,Model-9126,400.0,4 Star,Side by Side,No,White,Aluminium,3 Years,Germany,1893.0,80.0,No,Alpha,CatC
Bosch,Model-9127,300.0,3 Star,Bottom Freezer,Yes,Blue,Plastic,1 Year,Germany,1235.0,53.0,Yes,Gamma,CatC
LG,Model-9128,400.0,5 Star,Bottom Freezer,No,White,Plastic,2 Years,China,1060.0,18.0,No,Beta,CatA
Siemens,Model-9129,300.0,3 Star,French Door,Yes,Blue,Plastic,3 Years,Germany,474.0,74.0,Yes,Gamma,CatB
LG,Model-9130,350.0,3 Star,French Door,No,Black,Steel,2 Years,China,1132.0,30.0,No,Alpha,CatB
LG,Model-9131,250.0,4 Star,French Door,No,Black,Steel,3 Years,Germany,1702.0,59.0,Yes,Beta,CatA
Siemens,Model-9132,350.0,4 Star,Top Freezer,No,Silver,Steel,1 Year,USA,1216.0,10.0,No,Delta,CatC
Whirlpool,Model-9133,300.0,5 Star,Side by Side,Yes,Silver,Plastic,2 Years,Germany,1094.0,12.0,Yes,Gamma,CatB
Samsung,Model-9134,350.0,4 Star,Bottom Freezer,Yes,Silver,Aluminium,1 Year,Germany,1433.0,61.0,No,Gamma,CatA
Samsung,Model-9135,500.0,5 Star,Bottom Freezer,No,Red,Aluminium,1 Year,Germany,1788.0,70.0,Yes,Delta,CatB
Siemens,Model-9136,250.0,4 Star,French Door,Yes,Silver,Plastic,3 Years,China,348.0,78.0,No,Beta,CatC
,,,,,,,,,,,,,,
Siemens,Model-9138,250.0,4 Star,French Door,No,Black,Plastic,1 Year,Korea,665.0,58.0,No,Delta,CatC
LG,Model-9139,300.0,5 Star,French Door,No,Blue,Steel,3 Years,Germany,1219.0,29.0,Yes,Gamma,CatA
Whirlpool,Model-9140,250.0,4 Star,Side by Side,No,Black,Plastic,1 Year,USA,1800.0,78.0,Yes,Beta,CatA
Samsung,Model-9141,250.0,5 Star,French Door,Yes,White,Plastic,1 Year,China,734.0,61.0,No,Delta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-9143,400.0,3 Star,Top Freezer,No,Blue,Plastic,1 Year,USA,655.0,16.0,No,Gamma,CatC
Whirlpool,Model-9144,300.0,4 Star,Bottom Freezer,No,White,Plastic,1 Year,USA,1976.0,78.0,Yes,Beta,CatC
Whirlpool,Model-9145,450.0,3 Star,Top Freezer,No,Black,Steel,1 Year,USA,722.0,99.0,No,Beta,CatA
Siemens,Model-9146,450.0,4 Star,French Door,No,Silver,Steel,3 Years,China,1194.0,80.0,No,Alpha,CatC
,,,,,,,,,,,,,,
LG,Model-9148,450.0,4 Star,Side by Side,No,Blue,Plastic,1 Year,USA,906.0,50.0,No,Alpha,CatC
Bosch,Model-9149,400.0,3 Star,Top Freezer,No,Silver,Steel,1 Year,Korea,1935.0,37.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
Bosch,Model-9151,250.0,3 Star,French Door,No,Silver,Plastic,1 Year,Korea,1891.0,32.0,No,Gamma,CatC
Bosch,Model-9152,500.0,4 Star,Side by Side,No,Silver,Plastic,1 Year,China,1129.0,17.0,Yes,Delta,CatA
Samsung,Model-9153,300.0,4 Star,Side by Side,Yes,Red,Plastic,2 Years,China,436.0,45.0,Yes,Delta,CatA
LG,Model-9154,350.0,3 Star,French Door,No,Silver,Steel,2 Years,China,505.0,77.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
Samsung,Model-9156,400.0,3 Star,Bottom Freezer,Yes,Blue,Aluminium,3 Years,USA,600.0,85.0,Yes,Gamma,CatB
LG,Model-9157,400.0,5 Star,Side by Side,Yes,Blue,Plastic,2 Years,Germany,1000.0,57.0,No,Alpha,CatA
LG,Model-9158,300.0,4 Star,Bottom Freezer,No,White,Plastic,2 Years,USA,638.0,79.0,No,Delta,CatA
Samsung,Model-9159,350.0,4 Star,French Door,No,White,Aluminium,3 Years,USA,1860.0,3.0,Yes,Alpha,CatA
Whirlpool,Model-9160,400.0,4 Star,Top Freezer,Yes,Black,Aluminium,1 Year,Germany,444.0,55.0,Yes,Alpha,CatB
Bosch,Model-9161,300.0,3 Star,French Door,Yes,Red,Aluminium,2 Years,Germany,355.0,12.0,Yes,Beta,CatB
Bosch,Model-9162,450.0,4 Star,Side by Side,Yes,Silver,Plastic,2 Years,USA,572.0,7.0,Yes,Gamma,CatB
Siemens,Model-9163,250.0,5 Star,Top Freezer,Yes,White,Steel,3 Years,Korea,1412.0,44.0,Yes,Beta,CatA
Bosch,Model-9164,350.0,3 Star,Bottom Freezer,No,Silver,Steel,2 Years,USA,1082.0,65.0,No,Gamma,CatB
Samsung,Model-9165,300.0,3 Star,Top Freezer,No,Blue,Steel,1 Year,USA,506.0,36.0,No,Gamma,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-9169,250.0,3 Star,Top Freezer,Yes,Blue,Aluminium,2 Years,USA,690.0,16.0,No,Delta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-9171,400.0,4 Star,Side by Side,No,Blue,Aluminium,2 Years,China,386.0,34.0,No,Delta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-9174,350.0,4 Star,French Door,Yes,Black,Plastic,2 Years,Germany,1682.0,13.0,Yes,Beta,CatB
Siemens,Model-9175,350.0,3 Star,Bottom Freezer,No,Red,Plastic,2 Years,Korea,1294.0,75.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
Bosch,Model-9177,300.0,3 Star,French Door,No,Silver,Plastic,3 Years,USA,799.0,3.0,Yes,Gamma,CatA
Siemens,Model-9178,250.0,4 Star,French Door,Yes,White,Steel,2 Years,Korea,1238.0,51.0,No,Alpha,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-9180,500.0,5 Star,French Door,No,Silver,Plastic,1 Year,Germany,1812.0,39.0,No,Delta,CatC
Siemens,Model-9181,250.0,5 Star,Bottom Freezer,Yes,Black,Steel,3 Years,USA,1249.0,81.0,Yes,Delta,CatC
LG,Model-9182,300.0,5 Star,Top Freezer,Yes,White,Steel,1 Year,USA,710.0,24.0,No,Alpha,CatB
Samsung,Model-9183,350.0,4 Star,Bottom Freezer,Yes,Blue,Steel,2 Years,USA,1470.0,84.0,Yes,Alpha,CatC
Siemens,Model-9184,300.0,4 Star,French Door,Yes,White,Aluminium,3 Years,USA,1264.0,24.0,No,Gamma,CatB
Siemens,Model-9185,350.0,5 Star,Bottom Freezer,No,White,Plastic,3 Years,Korea,1745.0,7.0,Yes,Gamma,CatB
LG,Model-9186,400.0,3 Star,French Door,No,Red,Aluminium,3 Years,USA,1474.0,11.0,No,Beta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-9189,500.0,5 Star,Side by Side,Yes,Blue,Aluminium,2 Years,USA,310.0,69.0,No,Delta,CatA
Siemens,Model-9190,400.0,3 Star,Bottom Freezer,Yes,Silver,Aluminium,2 Years,Korea,1751.0,48.0,No,Beta,CatC
,,,,,,,,,,,,,,
Bosch,Model-9192,350.0,4 Star,Top Freezer,No,Silver,Plastic,2 Years,China,962.0,46.0,No,Delta,CatC
Whirlpool,Model-9193,350.0,3 Star,French Door,No,Blue,Plastic,1 Year,Korea,388.0,62.0,Yes,Beta,CatB
Samsung,Model-9194,500.0,5 Star,French Door,No,Blue,Plastic,2 Years,USA,648.0,17.0,Yes,Alpha,CatC
Samsung,Model-9195,300.0,5 Star,French Door,Yes,Blue,Steel,3 Years,China,515.0,64.0,Yes,Beta,CatC
Whirlpool,Model-9196,250.0,3 Star,Side by Side,Yes,White,Plastic,1 Year,Germany,1741.0,44.0,No,Delta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-9199,300.0,5 Star,Side by Side,No,Blue,Aluminium,1 Year,Germany,739.0,45.0,No,Delta,CatC
,,,,,,,,,,,,,,
Samsung,Model-9201,500.0,3 Star,French Door,No,Silver,Aluminium,1 Year,Korea,1547.0,55.0,No,Gamma,CatB
,,,,,,,,,,,,,,
Siemens,Model-9203,250.0,5 Star,Top Freezer,Yes,Black,Plastic,2 Years,USA,1630.0,62.0,Yes,Beta,CatC
Whirlpool,Model-9204,350.0,4 Star,Top Freezer,Yes,Black,Aluminium,1 Year,Korea,1812.0,60.0,No,Delta,CatC
Whirlpool,Model-9205,350.0,5 Star,Bottom Freezer,Yes,Blue,Aluminium,2 Years,Germany,1419.0,51.0,No,Beta,CatC
Bosch,Model-9206,500.0,4 Star,Top Freezer,Yes,Red,Aluminium,3 Years,China,1696.0,66.0,No,Alpha,CatA
Siemens,Model-9207,300.0,4 Star,Bottom Freezer,No,Silver,Aluminium,2 Years,China,1293.0,57.0,No,Gamma,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-9209,500.0,4 Star,French Door,Yes,Silver,Steel,3 Years,USA,755.0,91.0,No,Alpha,CatC
LG,Model-9210,500.0,4 Star,Side by Side,Yes,Black,Steel,3 Years,Germany,881.0,73.0,No,Gamma,CatB
Bosch,Model-9211,400.0,3 Star,Side by Side,Yes,Silver,Aluminium,1 Year,China,313.0,39.0,No,Beta,CatB
LG,Model-9212,300.0,3 Star,Top Freezer,No,Silver,Steel,1 Year,Korea,1942.0,28.0,Yes,Alpha,CatC
LG,Model-9213,400.0,5 Star,Bottom Freezer,Yes,Red,Plastic,1 Year,China,868.0,51.0,Yes,Alpha,CatB
LG,Model-9214,450.0,5 Star,Side by Side,Yes,Silver,Plastic,3 Years,China,1647.0,86.0,No,Delta,CatA
Siemens,Model-9215,300.0,5 Star,Side by Side,No,White,Aluminium,1 Year,Germany,680.0,68.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
Siemens,Model-9217,500.0,3 Star,Side by Side,Yes,Red,Steel,2 Years,Germany,730.0,33.0,Yes,Alpha,CatC
Siemens,Model-9218,350.0,3 Star,French Door,Yes,White,Aluminium,2 Years,China,815.0,16.0,No,Gamma,CatB
Bosch,Model-9219,400.0,3 Star,Top Freezer,No,Blue,Plastic,2 Years,Germany,1056.0,97.0,No,Beta,CatC
Bosch,Model-9220,500.0,3 Star,Bottom Freezer,No,Red,Plastic,2 Years,Korea,1310.0,81.0,Yes,Alpha,CatA
Siemens,Model-9221,450.0,4 Star,French Door,No,Silver,Aluminium,3 Years,Korea,433.0,20.0,No,Gamma,CatC
Samsung,Model-9222,350.0,4 Star,Bottom Freezer,No,Blue,Steel,1 Year,China,872.0,94.0,No,Alpha,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-9224,400.0,4 Star,Top Freezer,No,Black,Plastic,2 Years,Korea,906.0,13.0,No,Gamma,CatA
Siemens,Model-9225,250.0,3 Star,French Door,Yes,Black,Steel,1 Year,USA,1695.0,89.0,Yes,Delta,CatA
LG,Model-9226,450.0,3 Star,French Door,Yes,Red,Plastic,1 Year,Germany,1062.0,4.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-9229,500.0,5 Star,Side by Side,No,Black,Plastic,3 Years,Korea,597.0,65.0,No,Gamma,CatA
,,,,,,,,,,,,,,
LG,Model-9231,350.0,3 Star,Top Freezer,Yes,White,Plastic,3 Years,USA,1638.0,58.0,No,Beta,CatA
Bosch,Model-9232,350.0,3 Star,French Door,No,White,Aluminium,1 Year,Korea,1868.0,42.0,No,Beta,CatA
Bosch,Model-9233,400.0,3 Star,Top Freezer,Yes,Black,Plastic,1 Year,Germany,765.0,48.0,Yes,Alpha,CatB
Whirlpool,Model-9234,300.0,5 Star,Top Freezer,No,Blue,Aluminium,3 Years,Korea,590.0,51.0,No,Beta,CatB
Samsung,Model-9235,350.0,3 Star,Side by Side,No,Red,Plastic,3 Years,USA,428.0,39.0,No,Alpha,CatC
Samsung,Model-9236,400.0,5 Star,Bottom Freezer,Yes,Silver,Aluminium,1 Year,USA,316.0,61.0,Yes,Delta,CatB
LG,Model-9237,400.0,4 Star,Top Freezer,No,Silver,Aluminium,2 Years,USA,1737.0,69.0,Yes,Gamma,CatA
Siemens,Model-9238,400.0,4 Star,Top Freezer,No,Black,Plastic,1 Year,Korea,1219.0,78.0,No,Delta,CatC
,,,,,,,,,,,,,,
LG,Model-9240,250.0,3 Star,Bottom Freezer,Yes,Silver,Plastic,2 Years,China,1683.0,86.0,Yes,Delta,CatC
LG,Model-9241,500.0,5 Star,Top Freezer,Yes,White,Plastic,3 Years,USA,549.0,86.0,Yes,Delta,CatC
Bosch,Model-9242,300.0,5 Star,Top Freezer,Yes,Red,Plastic,2 Years,Korea,1865.0,51.0,Yes,Gamma,CatB
LG,Model-9243,500.0,3 Star,Side by Side,Yes,White,Aluminium,3 Years,Korea,1950.0,84.0,No,Gamma,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-9247,400.0,4 Star,French Door,Yes,White,Aluminium,2 Years,China,1087.0,48.0,Yes,Gamma,CatA
Siemens,Model-9248,250.0,3 Star,Side by Side,No,Silver,Plastic,2 Years,USA,1937.0,8.0,No,Gamma,CatC
Siemens,Model-9249,350.0,5 Star,French Door,Yes,Black,Steel,1 Year,USA,1411.0,2.0,No,Beta,CatC
Samsung,Model-9250,500.0,4 Star,Top Freezer,Yes,Silver,Aluminium,2 Years,Korea,1102.0,98.0,No,Gamma,CatB
,,,,,,,,,,,,,,
Samsung,Model-9252,500.0,3 Star,Top Freezer,Yes,White,Aluminium,2 Years,Korea,730.0,44.0,No,Alpha,CatA
Siemens,Model-9253,500.0,4 Star,Bottom Freezer,No,Silver,Aluminium,3 Years,China,823.0,15.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
Siemens,Model-9255,300.0,3 Star,French Door,No,Silver,Plastic,2 Years,USA,1684.0,40.0,No,Gamma,CatC
Samsung,Model-9256,400.0,3 Star,Bottom Freezer,No,Black,Plastic,1 Year,Germany,378.0,16.0,Yes,Delta,CatB
,,,,,,,,,,,,,,
Bosch,Model-9258,450.0,4 Star,French Door,No,Silver,Steel,3 Years,Germany,1885.0,85.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
Siemens,Model-9260,500.0,5 Star,French Door,Yes,Blue,Steel,2 Years,Germany,1119.0,64.0,Yes,Alpha,CatB
Bosch,Model-9261,400.0,5 Star,Top Freezer,Yes,Blue,Steel,2 Years,Germany,1961.0,15.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
Siemens,Model-9263,500.0,5 Star,Side by Side,Yes,Black,Plastic,1 Year,Korea,461.0,60.0,No,Alpha,CatB
Siemens,Model-9264,400.0,5 Star,French Door,Yes,Black,Steel,1 Year,Korea,788.0,52.0,No,Delta,CatA
Whirlpool,Model-9265,400.0,3 Star,Top Freezer,Yes,Red,Aluminium,1 Year,Korea,1968.0,97.0,Yes,Gamma,CatA
Bosch,Model-9266,250.0,4 Star,Side by Side,Yes,Black,Plastic,1 Year,USA,1830.0,41.0,No,Beta,CatB
,,,,,,,,,,,,,,
Bosch,Model-9268,450.0,3 Star,French Door,Yes,Red,Steel,3 Years,Germany,1886.0,21.0,Yes,Beta,CatB
,,,,,,,,,,,,,,
Bosch,Model-9270,500.0,5 Star,Side by Side,Yes,Black,Steel,1 Year,Korea,1795.0,42.0,No,Delta,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-9272,250.0,5 Star,Top Freezer,Yes,Blue,Steel,1 Year,China,1623.0,86.0,Yes,Beta,CatB
Bosch,Model-9273,250.0,3 Star,Bottom Freezer,No,Silver,Aluminium,2 Years,Germany,976.0,83.0,Yes,Beta,CatC
Bosch,Model-9274,250.0,4 Star,Bottom Freezer,No,Black,Plastic,1 Year,USA,1308.0,71.0,No,Beta,CatC
Whirlpool,Model-9275,350.0,4 Star,French Door,No,Black,Plastic,3 Years,China,1730.0,63.0,No,Delta,CatB
Whirlpool,Model-9276,250.0,5 Star,French Door,No,Blue,Plastic,1 Year,China,1989.0,35.0,Yes,Beta,CatB
Samsung,Model-9277,400.0,3 Star,Bottom Freezer,No,Silver,Steel,3 Years,USA,1561.0,99.0,No,Delta,CatC
LG,Model-9278,300.0,3 Star,Side by Side,Yes,Silver,Plastic,2 Years,USA,530.0,87.0,Yes,Alpha,CatC
LG,Model-9279,400.0,4 Star,Side by Side,Yes,Red,Plastic,2 Years,Korea,1188.0,78.0,No,Delta,CatA
Bosch,Model-9280,250.0,5 Star,French Door,Yes,Blue,Plastic,2 Years,USA,1122.0,36.0,Yes,Alpha,CatA
LG,Model-9281,450.0,3 Star,Bottom Freezer,No,Silver,Plastic,2 Years,Germany,1944.0,89.0,Yes,Beta,CatA
Samsung,Model-9282,350.0,4 Star,Side by Side,No,White,Aluminium,3 Years,USA,927.0,58.0,No,Alpha,CatA
,,,,,,,,,,,,,,
Siemens,Model-9284,500.0,5 Star,Side by Side,No,Black,Aluminium,2 Years,USA,752.0,53.0,No,Beta,CatC
Bosch,Model-9285,250.0,3 Star,Top Freezer,Yes,White,Plastic,3 Years,Korea,1568.0,28.0,No,Delta,CatA
Samsung,Model-9286,500.0,4 Star,Top Freezer,No,Silver,Aluminium,1 Year,Korea,1793.0,53.0,No,Alpha,CatC
Bosch,Model-9287,500.0,3 Star,French Door,Yes,Silver,Plastic,1 Year,USA,955.0,84.0,Yes,Beta,CatA
Siemens,Model-9288,350.0,5 Star,French Door,Yes,Black,Plastic,1 Year,Germany,1247.0,77.0,Yes,Alpha,CatA
Samsung,Model-9289,300.0,5 Star,Side by Side,Yes,Black,Steel,2 Years,Korea,869.0,71.0,Yes,Gamma,CatB
Bosch,Model-9290,250.0,5 Star,Bottom Freezer,No,White,Plastic,3 Years,China,1456.0,91.0,No,Delta,CatA
LG,Model-9291,500.0,5 Star,Top Freezer,No,Black,Steel,2 Years,USA,648.0,34.0,No,Gamma,CatB
Bosch,Model-9292,500.0,3 Star,Bottom Freezer,Yes,Black,Steel,3 Years,Germany,382.0,11.0,No,Beta,CatC
LG,Model-9293,350.0,5 Star,Side by Side,No,Black,Plastic,2 Years,Germany,659.0,58.0,Yes,Alpha,CatA
LG,Model-9294,400.0,4 Star,Top Freezer,No,White,Plastic,3 Years,Korea,1625.0,46.0,No,Gamma,CatB
LG,Model-9295,450.0,5 Star,Side by Side,Yes,Blue,Plastic,1 Year,China,1847.0,60.0,No,Beta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-9298,250.0,4 Star,Bottom Freezer,Yes,White,Steel,3 Years,USA,1927.0,3.0,Yes,Gamma,CatB
Samsung,Model-9299,500.0,3 Star,Side by Side,Yes,Black,Aluminium,1 Year,USA,1378.0,81.0,No,Gamma,CatB
LG,Model-9300,450.0,3 Star,Top Freezer,Yes,Blue,Steel,1 Year,Germany,438.0,5.0,Yes,Beta,CatB
Siemens,Model-9301,450.0,5 Star,Side by Side,Yes,Red,Steel,1 Year,USA,1447.0,69.0,Yes,Delta,CatC
LG,Model-9302,500.0,5 Star,Top Freezer,No,Silver,Steel,3 Years,USA,1190.0,93.0,No,Delta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-9305,250.0,4 Star,Bottom Freezer,No,Silver,Steel,1 Year,China,1155.0,88.0,Yes,Beta,CatC
Siemens,Model-9306,400.0,4 Star,Side by Side,No,Silver,Steel,2 Years,Korea,823.0,2.0,Yes,Delta,CatA
Bosch,Model-9307,500.0,3 Star,Bottom Freezer,No,Black,Aluminium,3 Years,Germany,1115.0,59.0,Yes,Alpha,CatA
Siemens,Model-9308,450.0,3 Star,French Door,Yes,Black,Aluminium,3 Years,Korea,1252.0,89.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
Samsung,Model-9310,300.0,3 Star,Bottom Freezer,Yes,Silver,Steel,3 Years,Korea,955.0,48.0,Yes,Delta,CatC
LG,Model-9311,450.0,5 Star,Bottom Freezer,Yes,Red,Steel,1 Year,China,1442.0,27.0,No,Beta,CatB
,,,,,,,,,,,,,,
LG,Model-9313,300.0,4 Star,Top Freezer,Yes,Blue,Aluminium,2 Years,USA,1471.0,10.0,No,Beta,CatA
Bosch,Model-9314,350.0,4 Star,Bottom Freezer,Yes,Black,Aluminium,3 Years,China,1096.0,61.0,No,Alpha,CatC
Siemens,Model-9315,250.0,5 Star,Bottom Freezer,No,Silver,Plastic,3 Years,Korea,1299.0,23.0,Yes,Gamma,CatA
Siemens,Model-9316,400.0,3 Star,Bottom Freezer,No,Blue,Plastic,2 Years,Korea,1001.0,99.0,Yes,Alpha,CatB
Siemens,Model-9317,250.0,5 Star,French Door,No,Black,Plastic,3 Years,Germany,575.0,2.0,Yes,Alpha,CatA
Samsung,Model-9318,400.0,4 Star,Bottom Freezer,Yes,Silver,Steel,2 Years,China,1277.0,7.0,Yes,Alpha,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-9321,500.0,3 Star,French Door,Yes,Red,Aluminium,1 Year,China,1046.0,44.0,No,Beta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-9324,300.0,3 Star,Top Freezer,Yes,Red,Plastic,2 Years,Germany,1148.0,27.0,Yes,Alpha,CatC
LG,Model-9325,300.0,4 Star,French Door,Yes,White,Aluminium,1 Year,China,1190.0,76.0,Yes,Gamma,CatB
Bosch,Model-9326,350.0,4 Star,Side by Side,No,Black,Aluminium,2 Years,Korea,1693.0,48.0,No,Beta,CatC
,,,,,,,,,,,,,,
Samsung,Model-9328,400.0,3 Star,French Door,No,Black,Aluminium,1 Year,China,1444.0,57.0,No,Delta,CatA
Whirlpool,Model-9329,500.0,5 Star,Bottom Freezer,No,White,Plastic,1 Year,Germany,1303.0,74.0,No,Delta,CatC
Siemens,Model-9330,250.0,5 Star,Bottom Freezer,No,Black,Plastic,2 Years,Germany,1811.0,74.0,Yes,Alpha,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-9332,450.0,4 Star,Side by Side,No,Black,Steel,2 Years,China,376.0,55.0,Yes,Delta,CatC
Whirlpool,Model-9333,400.0,3 Star,French Door,Yes,Blue,Steel,2 Years,Germany,1800.0,45.0,Yes,Beta,CatA
Whirlpool,Model-9334,450.0,4 Star,Side by Side,Yes,Black,Aluminium,1 Year,Germany,1076.0,11.0,Yes,Alpha,CatC
,,,,,,,,,,,,,,
Samsung,Model-9336,350.0,5 Star,French Door,Yes,Silver,Aluminium,2 Years,Germany,1198.0,96.0,No,Alpha,CatA
Whirlpool,Model-9337,500.0,4 Star,Bottom Freezer,Yes,Silver,Steel,2 Years,USA,1453.0,1.0,No,Gamma,CatA
Samsung,Model-9338,250.0,4 Star,Bottom Freezer,Yes,Red,Steel,2 Years,USA,1089.0,11.0,No,Alpha,CatA
Samsung,Model-9339,450.0,5 Star,Side by Side,Yes,Blue,Plastic,1 Year,USA,703.0,43.0,No,Gamma,CatB
LG,Model-9340,500.0,3 Star,French Door,Yes,White,Steel,1 Year,Korea,1056.0,43.0,Yes,Gamma,CatA
Bosch,Model-9341,400.0,5 Star,Bottom Freezer,No,Black,Steel,3 Years,USA,1871.0,96.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
Siemens,Model-9343,500.0,3 Star,Top Freezer,No,Red,Steel,3 Years,USA,787.0,93.0,No,Alpha,CatB
Samsung,Model-9344,500.0,5 Star,French Door,Yes,White,Steel,3 Years,China,568.0,44.0,Yes,Delta,CatA
Whirlpool,Model-9345,450.0,3 Star,Bottom Freezer,No,Black,Steel,2 Years,Germany,1427.0,44.0,No,Alpha,CatB
,,,,,,,,,,,,,,
LG,Model-9347,450.0,4 Star,Side by Side,Yes,Silver,Aluminium,1 Year,USA,1329.0,55.0,Yes,Beta,CatC
Siemens,Model-9348,300.0,4 Star,Side by Side,No,Red,Steel,2 Years,Germany,749.0,96.0,No,Alpha,CatB
Whirlpool,Model-9349,300.0,3 Star,Side by Side,Yes,Silver,Steel,3 Years,China,1939.0,10.0,Yes,Delta,CatA
Samsung,Model-9350,300.0,4 Star,French Door,Yes,Black,Aluminium,3 Years,Germany,1422.0,31.0,No,Gamma,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-9355,250.0,4 Star,Side by Side,Yes,Red,Steel,3 Years,Germany,1878.0,78.0,Yes,Delta,CatA
Bosch,Model-9356,300.0,4 Star,Top Freezer,Yes,White,Plastic,3 Years,USA,1009.0,40.0,No,Beta,CatC
Bosch,Model-9357,400.0,4 Star,Side by Side,No,White,Plastic,2 Years,Korea,1673.0,39.0,No,Alpha,CatA
Samsung,Model-9358,450.0,4 Star,Bottom Freezer,No,Red,Plastic,1 Year,Korea,319.0,93.0,No,Gamma,CatB
Siemens,Model-9359,500.0,4 Star,Top Freezer,No,Blue,Aluminium,2 Years,Germany,1024.0,30.0,No,Beta,CatA
Whirlpool,Model-9360,450.0,3 Star,Side by Side,No,Red,Plastic,1 Year,USA,1041.0,47.0,Yes,Delta,CatA
Samsung,Model-9361,300.0,4 Star,Top Freezer,Yes,Red,Plastic,1 Year,Korea,540.0,10.0,No,Alpha,CatC
,,,,,,,,,,,,,,
Samsung,Model-9363,500.0,5 Star,Side by Side,No,Silver,Plastic,2 Years,USA,868.0,67.0,No,Beta,CatB
Siemens,Model-9364,300.0,4 Star,French Door,No,Blue,Plastic,3 Years,Korea,1843.0,32.0,Yes,Beta,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-9367,450.0,4 Star,Top Freezer,No,Red,Aluminium,3 Years,Korea,1900.0,96.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-9369,250.0,4 Star,French Door,Yes,Blue,Plastic,1 Year,China,991.0,59.0,Yes,Alpha,CatB
Bosch,Model-9370,300.0,4 Star,Side by Side,No,Red,Aluminium,3 Years,China,566.0,59.0,No,Delta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-9373,300.0,4 Star,Bottom Freezer,No,Silver,Steel,1 Year,China,803.0,5.0,No,Gamma,CatA
Whirlpool,Model-9374,500.0,3 Star,Bottom Freezer,No,Blue,Plastic,1 Year,China,1267.0,69.0,No,Gamma,CatB
Siemens,Model-9375,400.0,3 Star,French Door,Yes,Red,Plastic,1 Year,USA,1797.0,88.0,No,Gamma,CatA
LG,Model-9376,450.0,5 Star,Side by Side,No,Silver,Aluminium,1 Year,Germany,648.0,37.0,Yes,Delta,CatB
Whirlpool,Model-9377,400.0,4 Star,Bottom Freezer,No,White,Steel,2 Years,Korea,369.0,87.0,Yes,Delta,CatA
Samsung,Model-9378,250.0,3 Star,Top Freezer,No,Black,Steel,1 Year,China,1043.0,35.0,No,Delta,CatB
,,,,,,,,,,,,,,
Bosch,Model-9380,250.0,3 Star,Bottom Freezer,No,White,Aluminium,3 Years,Korea,1429.0,98.0,No,Alpha,CatB
Samsung,Model-9381,500.0,4 Star,Top Freezer,No,Silver,Steel,3 Years,Korea,1475.0,94.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
Siemens,Model-9383,400.0,4 Star,Top Freezer,No,Blue,Plastic,1 Year,USA,619.0,50.0,Yes,Gamma,CatB
LG,Model-9384,350.0,3 Star,Top Freezer,Yes,Red,Plastic,3 Years,China,1613.0,51.0,No,Alpha,CatA
Siemens,Model-9385,450.0,4 Star,Top Freezer,No,Silver,Steel,1 Year,Germany,1121.0,63.0,Yes,Alpha,CatC
